id,bletch_id,index_value_btc,index_value_usd,time_stamp
1,1,0.036169897,100.0,1498057200000
2,2,0.038162936,102.1908023,1498065840000
3,3,0.038143156,103.2432238,1498073040000
4,4,0.038363182,102.8018198,1498080240000
5,5,0.038523991,103.3275065,1498087440000
6,6,0.038786552,103.4953193,1498094640000
7,7,0.039043565,104.5813135,1498101840000
8,8,0.038979595,105.3345592,1498109040000
9,9,0.0395604,106.4530804,1498116240000
10,10,0.038322379,103.9210937,1498123440000
11,11,0.037963116,103.2122229,1498130640000
12,12,0.037017721,100.0574186,1498137840000
13,13,0.03807554,103.0278415,1498145040000
14,14,0.038565227,104.4747427,1498152240000
15,15,0.037942766,102.8613205,1498159440000
16,16,0.037944298,103.4243946,1498166640000
17,17,0.037846528,103.0038675,1498173840000
18,18,0.0378274,102.8099558,1498181040000
19,19,0.038153116,104.398372,1498188240000
20,20,0.038680323,105.9798299,1498195440000
21,21,0.038411511,105.4142462,1498202640000
22,22,0.038471554,105.5909512,1498209840000
23,23,0.038103262,104.7771126,1498217040000
24,24,0.038559818,106.3595452,1498224240000
25,25,0.038064014,104.9896871,1498231440000
26,26,0.038308974,105.4511971,1498238640000
27,27,0.038612194,105.947614,1498245840000
28,28,0.038583378,106.151748,1498253040000
29,29,0.039465559,108.3148052,1498260240000
30,30,0.039673162,109.2606816,1498267440000
31,31,0.039484147,108.5265203,1498274640000
32,32,0.039909987,109.2440097,1498281840000
33,33,0.039631989,109.0759525,1498289040000
34,34,0.039330407,105.9687011,1498296240000
35,35,0.039019047,105.0724403,1498303440000
36,36,0.038964846,102.6591219,1498310640000
37,37,0.038746248,100.3012496,1498317840000
38,38,0.038682947,101.617393,1498325040000
39,39,0.038661262,100.5776588,1498332540000
40,40,0.038428687,98.9726992,1498339740000
41,41,0.038274863,99.4729241,1498346940000
42,42,0.038051459,100.166279,1498354140000
43,43,0.038132547,99.94121236,1498361640000
44,44,0.038150499,100.9240938,1498368840000
45,45,0.037716204,100.8742496,1498376040000
46,46,0.037951984,100.8372829,1498383240000
47,47,0.036910416,97.71884953,1498390440000
48,48,0.036544894,96.64077963,1498397640000
49,49,0.035965423,93.14433017,1498404840000
50,50,0.035377138,90.81205315,1498412040000
51,51,0.03566076,92.22086424,1498419240000
52,52,0.03578609,93.41135601,1498426440000
53,53,0.036346738,94.80574207,1498433640000
54,54,0.035569714,90.76821862,1498440840000
55,55,0.034527438,88.04911064,1498448040000
56,56,0.034538015,88.42388129,1498455240000
57,57,0.034573119,87.60966727,1498462500000
58,58,0.034316515,86.57027253,1498469640000
59,59,0.032151275,78.92945154,1498476840000
60,60,0.032161824,77.59490308,1498484040000
61,61,0.033309454,80.94030848,1498497300000
62,62,0.034363374,86.10705418,1498517520000
63,63,0.033619367,81.65538985,1498533600000
64,64,0.032674408,79.24850831,1498550220000
65,65,0.033926207,80.36066762,1498568520000
66,66,0.036250025,89.31571088,1498581960000
67,67,0.035507547,90.29001096,1498591800000
68,68,0.035124762,89.15823728,1498605600000
69,69,0.036221678,90.19994642,1498612800000
70,70,0.036466184,92.18104396,1498621020000
71,71,0.037362346,94.64068932,1498633560000
72,72,0.037363485,94.98096914,1498645080000
73,73,0.037500241,95.216111,1498652040000
74,74,0.037976341,96.94220587,1498659240000
75,75,0.037913661,98.52509331,1498666440000
76,76,0.037760162,97.2361929,1498673640000
77,77,0.038258691,98.26629909,1498680840000
78,78,0.038149379,97.70666416,1498688040000
79,79,0.038220192,98.31150579,1498695240000
80,80,0.038167327,98.03926841,1498702440000
81,81,0.036715745,94.47181364,1498709640000
82,82,0.037063659,93.60834672,1498716840000
83,83,0.037086071,93.16058065,1498724040000
84,84,0.036731089,93.68227553,1498731240000
85,85,0.03654333,94.28288718,1498738440000
86,86,0.036534325,94.16831853,1498745640000
87,87,0.036827664,94.65188527,1498752840000
88,88,0.036777993,94.07553281,1498760040000
89,89,0.036856728,93.81290335,1498767240000
90,90,0.03699312,93.35953654,1498774440000
91,91,0.037546138,94.5652038,1498781640000
92,92,0.037876731,94.37745046,1498788840000
93,93,0.037294779,94.61722761,1498796040000
94,94,0.037390852,95.36237552,1498803240000
95,95,0.038655504,98.25572018,1498810440000
96,96,0.038695002,97.7323523,1498817640000
97,97,0.038616557,98.51855937,1498824840000
98,98,0.038997226,99.32632446,1498832040000
99,99,0.038656924,97.8487919,1498839240000
100,100,0.03873591,96.02012253,1498846440000
101,101,0.038341562,95.36044957,1498853640000
102,102,0.037369841,92.20821352,1498860840000
103,103,0.036732533,91.00888998,1498868040000
104,104,0.036570973,91.18496639,1498875240000
105,105,0.036723415,91.78980843,1498882440000
106,106,0.036407072,91.22265147,1498889640000
107,107,0.036339559,90.67628427,1498896840000
108,108,0.036072103,89.15833432,1498904040000
109,109,0.035374739,87.65577307,1498911240000
110,110,0.035260938,86.54268344,1498918440000
111,111,0.035199766,85.55866252,1498925640000
112,112,0.035270452,85.92446532,1498932840000
113,113,0.03526737,84.88362142,1498940040000
114,114,0.035037139,84.19004111,1498947240000
115,115,0.034816064,84.31266943,1498954740000
116,116,0.035280324,85.45000362,1498961940000
117,117,0.035099623,86.10639528,1498969140000
118,118,0.034877927,84.94344737,1498976340000
119,119,0.0344073,83.88878201,1498983540000
120,120,0.034420735,84.03065253,1498990740000
121,121,0.034551123,85.38169838,1498997940000
122,122,0.034718035,86.04969061,1499005140000
123,123,0.035057665,87.37351616,1499012340000
124,124,0.034894235,87.58697252,1499019540000
125,125,0.034838599,86.81221393,1499026740000
126,126,0.034669802,86.14197591,1499033940000
127,127,0.035174497,88.09171429,1499041140000
128,128,0.034407877,86.33555621,1499048340000
129,129,0.03464228,86.31955528,1499055540000
130,130,0.034631217,86.56211336,1499062740000
131,131,0.035015269,88.99970899,1499069940000
132,132,0.03536712,90.90764508,1499077140000
133,133,0.035156257,90.26333743,1499084340000
134,134,0.035249343,89.86784678,1499091540000
135,135,0.035444269,91.20023009,1499098740000
136,136,0.035117281,90.43367095,1499105940000
137,137,0.035159524,90.57445021,1499113140000
138,138,0.034999916,91.50623157,1499120340000
139,139,0.035085106,91.86754265,1499127540000
140,140,0.035126204,92.18485773,1499134740000
141,141,0.035312934,92.22855614,1499141940000
142,142,0.035454826,92.61757802,1499149140000
143,143,0.035757294,93.39769505,1499156340000
144,144,0.035501749,92.41815233,1499163540000
145,145,0.035288943,91.02712198,1499170740000
146,146,0.035136626,90.41989178,1499177940000
147,147,0.035329844,91.24532799,1499185140000
148,148,0.03508487,91.21048785,1499192340000
149,149,0.035089442,90.33320575,1499199540000
150,150,0.035491382,91.00593678,1499206740000
151,151,0.035275601,90.0508487,1499213940000
152,152,0.034828937,88.87299739,1499221140000
153,153,0.034602543,88.44029436,1499228340000
154,154,0.034424856,88.02022635,1499235540000
155,155,0.034484641,88.29585411,1499242740000
156,156,0.034316653,88.26929521,1499249940000
157,157,0.034417256,88.83093704,1499257140000
158,158,0.034660342,90.04652834,1499264340000
159,159,0.034598825,90.1081423,1499271540000
160,160,0.034643981,90.18348042,1499278740000
161,161,0.034612011,89.98811468,1499285940000
162,162,0.034341569,89.35504629,1499293140000
163,163,0.034097733,88.53544588,1499300340000
164,164,0.034308972,89.19920907,1499307540000
165,165,0.034482963,89.3784619,1499314740000
166,166,0.034367436,88.83604049,1499321940000
167,167,0.034068117,88.40505971,1499329140000
168,168,0.034194898,88.43894811,1499336340000
169,169,0.033486871,86.75443789,1499343540000
170,170,0.033703495,87.37294146,1499350740000
171,171,0.033338505,86.68578161,1499357940000
172,172,0.033514512,87.45745965,1499365140000
173,173,0.033718708,87.72596326,1499372340000
174,174,0.033582113,86.92091988,1499379540000
175,175,0.032888233,85.1147472,1499386740000
176,176,0.032509763,83.62128769,1499393940000
177,177,0.032200025,82.57052431,1499401140000
178,178,0.032050928,82.12377273,1499408340000
179,179,0.031559432,80.07858839,1499415540000
180,180,0.031097801,78.38107427,1499422740000
181,181,0.030553388,77.50447426,1499429940000
182,182,0.030274196,76.98001399,1499437140000
183,183,0.030091908,76.16171559,1499444340000
184,184,0.029800257,74.4934906,1499451540000
185,185,0.029343942,73.76362709,1499458740000
186,186,0.029233938,73.02579223,1499465940000
187,187,0.029784237,75.14801266,1499473140000
188,188,0.029616802,74.18742453,1499480340000
